id,0
K751808,-1.0003603
K837351,-1.0003603
K548114,-1.0003603
K736156,-1.0003603
K508080,-1.0003603
K823422,-1.0003603
K912220,-1.0003603
K917925,-1.0003603
K857768,-1.0003603
K733855,-1.0003603
K530927,-1.0003603
K689281,-1.0003603
K779910,-1.0003603
K696152,0.80627364
K984423,-1.0003603
K521601,-1.0003603
K805248,-1.0003603
K896458,-1.0003603
K802487,-1.0003603
K619527,-1.0003603
K653124,-1.0003603
K977125,-1.0003603
K885860,-1.0003603
K669676,0.7668008
K915073,-1.0003603
K632791,-1.0003603
K815141,-1.0003603
K867693,-1.0003603
K961174,-1.0003603
K688992,-1.0003603
K547786,-1.0003603
K726310,-1.0003603
K963760,-1.0003603
K926609,-1.0003603
K884651,-1.0003603
K644620,0.9872379
K677219,-1.0003603
K725038,-1.0003603
K884425,-1.0003603
K891429,-1.0003603
K838479,-1.0003603
K526004,-1.0003603
K763596,1.1060557
K990929,0.9158565
K954837,0.9158565
K718970,-1.0003603
K888726,-1.0003603
K994955,-1.0003603
K633153,-1.0003603
K928121,-1.0003603
K953945,-1.0003603
K709629,-1.0003603
K694845,-1.0003603
K963281,-1.0003603
K874326,-1.0003603
K641920,-1.0003603
K890217,0.6643084
K548035,-1.0003603
K723452,-1.0003603
K948363,-1.0003603
K820239,-1.0003603
K896590,-1.0003603
K932037,-1.0003603
K937754,0.9158565
K774408,-1.0003603
K539470,-1.0003603
K518293,-1.0003603
K786774,-1.0003603
K720003,-1.0003603
K609473,-1.0003603
K982436,-1.0003603
K614020,-1.0003603
K874108,-1.0003603
K977085,-1.0003603
K947599,-1.0003603
K888551,-1.0003603
K700222,-1.0003603
K674517,-1.0003603
K951596,-1.0003603
K834937,0.9158565
K855476,-1.0003603
K833208,1.0588952
K763287,-1.0003603
K503978,-1.0003603
K591416,-1.0003603
K558625,-1.0003603
K613758,-1.0003603
K651230,-1.0003603
K813321,0.9872379
K604105,-1.0003603
K877024,0.98261535
K984122,-1.0003603
K889986,-1.0003603
K794185,-1.0003603
K557118,-1.0003603
K914279,-1.0003603
K661078,-1.0003603
K693776,-1.0003603
K534207,-1.0003603
K877484,1.1765409
K610918,-1.0003603
K575118,-1.0003603
K781836,-1.0003603
K740446,-1.0003603
K777229,-1.0003603
K645863,-1.0003603
K975623,0.9158565
K973462,-1.0003603
K754902,-1.0003603
K602728,-1.0003603
K527217,-1.0003603
K536045,-1.0003603
K648967,-1.0003603
K794589,-1.0003603
K626635,0.3706775
K920875,-1.0003603
K987278,-1.0003603
K834490,-1.0003603
K798363,-1.0003603
K907249,-1.0003603
K686713,-1.0003603
K955872,-1.0003603
K984811,-1.0003603
K676484,-1.0003603
K876097,-1.0003603
K738209,-1.0003603
K995912,-1.0003603
K648054,-1.0003603
K970986,-1.0003603
K688465,-1.0003603
K618821,-1.0003603
K517990,-1.0003603
K650218,-1.0003603
K573337,-1.0003603
K939159,-1.0003603
K662189,-1.0003603
K608686,-1.0003603
K524468,0.9794985
K644051,-1.0003603
K856737,-1.0003603
K546575,-1.0003603
K984464,-1.0003603
K776034,-1.0003603
K663765,-1.0003603
K848337,-1.0003603
K921077,-1.0003603
K972618,-1.0003603
K594517,-1.0003603
K808518,-1.0003603
K544136,-1.0003603
K687788,-1.0003603
K871344,-1.0003603
K669598,-1.0003603
K755360,-1.0003603
K949342,-1.0003603
K976992,-1.0003603
K637949,-1.0003603
K518995,-1.0003603
K726877,-1.0003603
K960270,-0.7841259
K640917,-1.0003603
K513072,-1.0003603
K502427,-1.0003603
K598923,-1.0003603
K935230,0.9158565
K844627,-1.0003603
K722310,-1.0003603
K621204,1.0603074
K519636,-1.0003603
K512650,-1.0003603
K528735,-1.0003603
K936595,-1.0003603
K760157,-1.0003603
K913520,-1.0003603
K973737,-1.0003603
K601120,-1.0003603
K585097,-1.0003603
K804102,-1.0003603
K991376,-1.0003603
K656320,-1.0003603
K626435,-1.0003603
K662122,-1.0003603
K647819,-1.0003603
K952181,-1.0003603
K768115,-1.0003603
K617950,-1.0003603
K967465,-1.0003603
K511776,-1.0003603
K992718,-1.0003603
K982915,-1.0003603
K796444,-1.0003603
K523610,-1.0003603
K901596,-1.0003603
K972682,-1.0003603
K777234,-1.0003603
K813890,0.7116349
K870464,-1.0003603
K610806,-1.0003603
K819293,-1.0003603
K543895,0.7288161
K898745,-1.0003603
K864139,-1.0003603
K599416,-1.0003603
K994750,-1.0003603
K930746,-1.0003603
K710171,-1.0003603
K845754,-1.0003603
K967305,-1.0003603
K643845,-1.0003603
K932627,-1.0003603
K979445,0.7618702
K728236,-1.0003603
K808239,-1.0003603
K501879,1.2169807
K926895,-1.0003603
K542969,-1.0003603
K564321,-1.0003603
K901910,-1.0003603
K908190,-1.0003603
K746181,-1.0003603
K567858,-1.0003603
K656264,0.7618702
K757252,-1.0003603
K705885,-1.0003603
K876878,-1.0003603
K591956,-1.0003603
K623325,-1.0003603
K651257,-1.0003603
K725017,-1.0003603
K759401,-1.0003603
K605579,-1.0003603
K645478,-1.0003603
K695855,-1.0003603
K739017,-1.0003603
K531266,-1.0003603
K734826,-1.0003603
K818398,-1.0003603
K539458,-1.0003603
K883015,-1.0003603
